0	how to get green/red terminals under openbsd ?	is there a tmux shortcut to go read only ?
1	how to get permission for editing fstab file in debian	how do i edit a file as root ?
0	qemu : how to access host via sftp	problems installing arch linux : cannot mount the installation media
0	is it possible to know when you are at the first bash prompt of a terminal ?	ubuntu eth0 not detected
0	why foss 3d performs so badly , compared to proprietary . trying to understand	"init : version 2.86 reloading " - cause and fix ?
0	log all root activity with original username who su'd/sudoed to root	why does aptitude refrain from upgrading [ unavailable ] packages ?
0	for a same unix or linux user , different sets of environment variables	restrict user access in linux
0	is there a way to make your process use less cpu ?	how do i get tcpsvd to drop its root privileges ?
0	is there an alternative to the `which` command ?	setfacl : are these two commands the same ?
0	patching linux kernel on-line ( i.e. . without rebooting )	concatenate multiple files with same header
0	where is the user content on a mac os x disk ?	xargs how to put result {} into $ ( cmd {} ) ?
0	grub video memory settings ?	how to interpret cpu_idle and cpu_frequency event 's trace logged by ftrace ?
0	why are sort options -c ( check if sorted ) and -o ( write to output file ) not compatiable	zone_normal and it is association with kernel/user-pages ?
0	403 forbidden on sub-folders	how can i parallelise the upload of a directory by ftp ?
1	why are these values not appending correctly when appended to the pipeline ?	piping for loop output prevents local variable modification
1	get number of installed ram sticks on server and size	how to determine the amount of ram slots in use ?
0	what is meant by vi and emacs editing modes	pfsense : no more processes
0	"the entry is a door " in solaris " ls " man page	is there a file for each socket ?
0	how to configure sudoers to allow running sudo command under other group and user name ?	how can i setup a dual-head display in portrait mode ? ( arch )
0	xmonad seems like a ( physically ) painful experience	what is a quick launcher app which will do auto-complete ?
0	pipe input to another process one line at a time	invoking pushd in a shell script
0	how should one change the width of scrollbar ?	how can i forward emails from a pop3 account to another smtp or imap account ?
0	read a file and copy to another file	how can you configure a system to be bootable from most modern systems ?
0	bandwidth management tool	reuse d-bus sessions across login sessions
0	how to install java runtime environment 7 update 5 for x64 arquitecture on debian os ?	remotely query text file associated with an instance of vi
0	rsync move files , leave directories ?	can md cope with a badblock list ?
0	how to repair an ext3 partition after broken resize operation ?	print currently pressed keys to stdout and read them line by line
0	how can i configure wine 's default paper settings ?	uuid based on global mac address
0	fluxbox dual screen configuration	what graphical programming language does openbox use primarily ?
0	/proc/net/wireless does not show values unless run as root	the difference between a binary and a source package in ubuntu/debian ?
1	find action not working for specific search	got less output with print0 option on find ?
0	how to combine iptables rulesets	accessing idevice data out of ios , using linux
0	replace xen kernel with non xen kernel	weird executabe behaviour
0	cflags in linux kernel makefiles : which one is used when ?	what is a good lightweight distribution to run on old hardware ?
1	is it possible to download a file locally when i have already ssh'ed into a remote computer ?	ssh easily copy file to local system
0	is there a difference between linux and unix ?	remove all but one ( or more ) kind of filetype
0	unable to install crypt::ssleay perl module on rhel 5.7 ( x86_64 )	remote desktop server as daemon
0	how to print a string at the end of line using awk ?	how can i examine the contents of /etc/localtime ?
0	fedora + kde , ridiculously long delay starting applications after login	how can i expand ext4 partition size on debian
0	ctrl + right and right send same sequence in putty > screen > vim	how to host an intranet website inaccessible outside the lan ?
0	how does downloading speed vary between download managers ?	how to loop through each file in ftp directory using a bash script
1	difference between " . myscript " and " . /myscript"	using ' . ' to execute files in bash
0	is there a less convoluted way to set the $path array locally within function ?	openvpn struggling
